"List of plants for all fuels, South Atlantic (total), all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvo&geo=0g&sec=g&freq=A&datecode=2023&rtype=s&start=2020&end=2025&ctype=columnchart&ltype=pin&columnendpoints=2&pin=&rse=0&maptype=0"
"Sun Aug 02 2026 18:32:39 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Limelight Solar I, LLC",65818,"SC","Electric utility non-cogen","PV","SUN"
"Limelight Solar II LLC",63241,"SC","Electric utility non-cogen","PV","SUN"
"Limelight Solar III, LLC",66005,"SC","Electric utility non-cogen","PV","SUN"
"Lincoln Combustion",7277,"NC","Electric utility","GT","NG,DFO"
"Lincoln Solar, LLC (NC)",60399,"NC","Electric utility non-cogen","PV","SUN"
"Lincolnton High School",56341,"NC","Electric utility","IC","DFO"
"Lithia Solar",61663,"FL","Electric utility","PV","SUN"
"Little Manatee River Solar",62750,"FL","Electric utility","PV","SUN"
"Little River PV 1",59521,"NC","Electric utility non-cogen","PV","SUN"
"Littlefield Solar Center LLC",58809,"NC","Electric utility non-cogen","PV","SUN"
"Live Oak Solar, LLC",60063,"GA","Electric utility non-cogen","PV","SUN"
"Lloyd Shoals",712,"GA","Electric utility","HY","WAT"
"Lockhart",3275,"SC","Electric utility","HY","WAT"
"Lockheed Martin Solar",61694,"FL","Industrial non-cogen","IC,PV","DFO,SUN"
"Lockheed Martin Solar System",59867,"FL","Electric utility non-cogen","PV","SUN"
"Lockville Hydropower",10051,"NC","Electric utility non-cogen","HY","WAT"
"Loggerhead Solar Energy Center",61052,"FL","Electric utility","PV","SUN"
"London",6560,"WV","Electric utility","HY","WAT"
"Long Creek Waste Water Plant",57630,"NC","Commercial non-cogen","IC","DFO"
"Long Farm 46 Solar, LLC",60208,"NC","Electric utility non-cogen","PV","SUN"
"Long Henry Solar",61347,"NC","Electric utility non-cogen","PV","SUN"
"Longview Power Plant",56671,"WV","Electric utility non-cogen","ST","NG,BIT"
"Longview Solar",60735,"MD","Electric utility non-cogen","PV","SUN"
"Lookout Shoals",2726,"NC","Electric utility","HY","WAT"
"Lotus",64173,"NC","Electric utility non-cogen","PV","SUN"
"Louisa Generation Facility",7837,"VA","Electric utility","GT","NG,DFO"
"Low Moor",3799,"VA","Electric utility","GT","DFO"
"Lowe Solar Energy Storage",64516,"NC","Electric utility","BA,PV","MWH,SUN"
"Lowndes Cowart",67240,"GA","Electric utility non-cogen","PV","SUN"
"Lowndes IDA",64278,"GA","Electric utility non-cogen","PV","SUN"
"Lowndes Tycor Farms",64279,"GA","Electric utility non-cogen","PV","SUN"
"Ludie Brown Solar Energy Storage",64514,"NC","Electric utility","BA,PV","MWH,SUN"
"Luray Hydro Station",3789,"VA","Electric utility non-cogen","HY","WAT"
"Lux Solar, LLC",61284,"NC","Electric utility non-cogen","PV","SUN"
"MAS ASB Cogen Plant",58484,"GA","Industrial cogen","IC","NG,LFG"
"MC1 Solar",60395,"NC","Electric utility non-cogen","PV","SUN"
"MCLB Landfill Gas to Energy",59335,"GA","Electric utility cogen","IC","LFG"
"MCRD Parris Island PV Hybrid",61956,"SC","Electric utility non-cogen","IC,GT,BA,PV","MWH,NG,SUN,DFO"
"MD - CS - BGE - PR24 TPE",65340,"MD","Electric utility non-cogen","PV","SUN"
"MD - CS - Potomac Edison Co - GA25 TPE (",65339,"MD","Electric utility non-cogen","PV","SUN"
"MD - CS - Potomac Edison Co - GA29 TPE",64180,"MD","Electric utility non-cogen","PV","SUN"
"MD - PR97 (CSG)",64689,"MD","Electric utility non-cogen","PV","SUN"
"MEBA",60496,"MD","Electric utility non-cogen","PV","SUN"
"MM Prince William Energy",55156,"VA","Electric utility non-cogen","IC","LFG"
"MNCPPC Germantown Solar",62910,"MD","Electric utility non-cogen","PV","SUN"
"MNCPPC Randall Farm",64604,"MD","Electric utility non-cogen","PV","SUN"
"MO32 (CSG)",65610,"MD","Electric utility non-cogen","PV","SUN"
"MO33 CSG",65611,"MD","Electric utility non-cogen","PV","SUN"
"MPC Generating",7764,"GA","Electric utility non-cogen","GT","NG,DFO"
"Macy's MD Joppa Solar Project",62323,"MD","Commercial non-cogen","PV","SUN"
"Magdaline Solar, LLC",65782,"SC","Electric utility non-cogen","PV","SUN"
"Magnolia Solar",64657,"FL","Electric utility","PV","SUN"
"Magnolia Springs Solar Center",62915,"FL","Electric utility","PV","SUN"
"Maiden Community Center",56342,"NC","Electric utility","IC","DFO"
"Maiden Creek Solar Power Plant",62668,"NC","Electric utility","PV","SUN"
"Manatee",6042,"FL","Electric utility","ST,CT,CA","NG"
"Manatee Solar Energy Center",60014,"FL","Electric utility","BA,PV","MWH,SUN"
"Manning PV 1",59520,"NC","Electric utility non-cogen","PV","SUN"
"Manway Solar Farm",59575,"NC","Electric utility non-cogen","PV","SUN"
"Maplewood Solar",65319,"VA","Electric utility","PV","SUN"
"Marathon Generating Plant",696,"FL","Electric utility","IC","DFO"
"Marine Corps Logistics Base Solar",59876,"GA","Electric utility","PV","SUN"
"Mariposa Solar Center LLC",59162,"NC","Electric utility non-cogen","PV","SUN"
"Market Farm",59105,"NC","Electric utility non-cogen","PV","SUN"
"Marlboro Mill",57470,"SC","Industrial cogen","ST","NG,WDS,BLQ"
"Marmet",6561,"WV","Electric utility","HY","WAT"
"Marsh Run Generation Facility",7836,"VA","Electric utility","GT","NG,DFO"
"Marshall (NC)",2727,"NC","Electric utility","ST","NG,DFO,BIT"
"Marshall Dam",2710,"NC","Electric utility","HY","WAT"
"Marshall Solar",62238,"SC","Electric utility non-cogen","PV","SUN"
"Marshville Farm",58335,"NC","Electric utility non-cogen","PV","SUN"
"Martin",6043,"FL","Electric utility","CT,CA","NG,DFO"
"Martin Creek Farm LLC",59124,"NC","Electric utility non-cogen","PV","SUN"
"Martin Solar Center",61458,"VA","Electric utility non-cogen","PV","SUN"
"Martins Creek Solar NC, LLC",57461,"NC","Electric utility non-cogen","PV","SUN"
"Martinsville",3826,"VA","Electric utility","HY","WAT"
"Martinsville LFG Generator",57893,"VA","Electric utility","IC","NG"
"Maryland Bioenergy Center (Jessup)",64241,"MD","Industrial cogen","GT","NG"
"Maryland Solar",58408,"MD","Electric utility non-cogen","PV","SUN"
"Mas Durham Power, LLC",57365,"NC","Electric utility non-cogen","IC","LFG"
"Mason Solar One LLC",64645,"MD","Electric utility non-cogen","PV","SUN"
"Maxton Solar, LLC",60416,"NC","Electric utility non-cogen","PV","SUN"
"Mayberry Solar LLC",57321,"NC","Electric utility non-cogen","PV","SUN"
"Mayo",6250,"NC","Electric utility","ST","DFO,BIT"
"McCallum Farm",58350,"NC","Electric utility non-cogen","PV","SUN"
"McCleskey Cotton",62878,"GA","Electric utility non-cogen","PV","SUN"
"McCormick & Co. Inc. at Belcamp",57646,"MD","Electric utility non-cogen","PV","SUN"
"McGoogan Farm, LLC",60779,"NC","Electric utility non-cogen","PV","SUN"
"McGrigor Farm Solar",60440,"NC","Electric utility non-cogen","PV","SUN"
"McGuire",6038,"NC","Electric utility","ST","NUC"
"McIntosh",6124,"GA","Electric utility","GT","NG,DFO"
"McIntosh Combined Cycle Facility",56150,"GA","Electric utility","CT,CA","NG"
"McKay Bay Facility",50875,"FL","Electric utility non-cogen","ST","MSB,MSN"
"McKenzie Farm",58853,"NC","Electric utility non-cogen","PV","SUN"
"McLean Homestead",60020,"NC","Electric utility non-cogen","PV","SUN"
"McManus",715,"GA","Electric utility","IC,GT","DFO"
"McMeekin",3287,"SC","Electric utility","ST","NG"
"Meadowbrook Solar Farm",59936,"NC","Electric utility non-cogen","PV","SUN"
"Meadowlark Solar",64117,"NC","Electric utility non-cogen","PV","SUN"
"Meadows PV 1",59513,"NC","Electric utility non-cogen","PV","SUN"
"Mechanicsville Solar",64158,"VA","Electric utility non-cogen","PV","SUN"
"Meeks Solar, LLC",63267,"NC","Electric utility non-cogen","PV","SUN"
"Meeting House",67397,"MD","Electric utility non-cogen","PV","SUN"
"Meherrin Solar",62758,"VA","Electric utility","PV","SUN"
"Melinda Solar",59502,"NC","Electric utility non-cogen","PV","SUN"
"Merck",59905,"VA","Electric utility","PV","SUN"
"Meriwether Farm",60579,"NC","Electric utility non-cogen","PV","SUN"
"Meriwether Jackson",64280,"GA","Electric utility non-cogen","PV","SUN"
"Metropolitan Sewerage District",10181,"NC","Commercial non-cogen","HY","WAT"
"Miami Dade County Resource Recovery Fac",10062,"FL","Electric utility non-cogen","ST","MSB,NG,MSN"
"Miami Dade Solar Energy Center",61766,"FL","Electric utility","PV","SUN"
"Mid-Georgia Cogeneration Facility",55040,"GA","Electric utility cogen","CT,CA","NG,DFO"
"Midlands",63839,"SC","Electric utility non-cogen","PV","SUN"
"Midulla Generating Station",7380,"FL","Electric utility","GT,CT,CA","NG,DFO"
"Midway Green Solar",65389,"SC","Electric utility non-cogen","PV","SUN"
"Mile Farm",58336,"NC","Electric utility non-cogen","PV","SUN"
"Milford Solar Farm",58228,"DE","Electric utility non-cogen","PV","SUN"
"Mill Creek (SC)",7981,"SC","Electric utility","GT","NG,DFO"
"Mill Pond Solar Farm, LLC",61196,"NC","Electric utility non-cogen","PV","SUN"
"Mill Pond Solar, LLC",62328,"NC","Electric utility non-cogen","PV","SUN"
"Millers Chapel Solar",66719,"NC","Electric utility non-cogen","PV","SUN"
"Millersville LFG",58246,"MD","Electric utility non-cogen","IC","LFG"
"Millikan Farm",59576,"NC","Electric utility non-cogen","PV","SUN"
"Mills Anson Farm",61093,"NC","Electric utility non-cogen","PV","SUN"
"Millville Hydro Station",6546,"WV","Electric utility non-cogen","HY","WAT"
"Milo Solar",58739,"NC","Electric utility non-cogen","PV","SUN"
"Minnie Solar",58740,"NC","Electric utility non-cogen","PV","SUN"
"Misenheimer Farm",59577,"NC","Electric utility non-cogen","PV","SUN"
"Mission",2746,"NC","Electric utility non-cogen","HY","WAT"
"Mitchell (WV)",3948,"WV","Electric utility","ST","DFO,BIT"
"Mocksville Farm",58313,"NC","Electric utility non-cogen","PV","SUN"
"Mocksville Solar",59570,"NC","Electric utility","PV","SUN"
"Modlin Solar Farm",60417,"NC","Electric utility non-cogen","PV","SUN"
"Moffett Solar Project",60658,"SC","Electric utility non-cogen","PV","SUN"
"Mohea Solar Energy Center, LLC",63463,"SC","Electric utility non-cogen","PV","SUN"
"Molson Coors Shenandoah Brewery",58057,"VA","Industrial non-cogen","GT","OBG"
"Moncure Farm LLC",59123,"NC","Electric utility non-cogen","PV","SUN"
"Monroe Generating Station",57505,"NC","Electric utility","GT","NG,DFO"
"Monroe Middle School",56343,"NC","Electric utility","IC","DFO"
"Monroe Moore Farm",59578,"NC","Electric utility non-cogen","PV","SUN"
"Monroe Solar",66997,"VA","Electric utility non-cogen","PV","SUN"
"Monroe Solar Facility",60383,"NC","Electric utility","PV","SUN"
"Monterey Diesel Generation Facility",59614,"VA","Electric utility","IC","DFO"
"Montgomery County Correctional Facility",60820,"MD","Electric utility non-cogen","PV","SUN"
"Montgomery County Resource Recovery",50657,"MD","Electric utility non-cogen","ST","MSB,NG,MSN"
"Montgomery County Solar",61608,"MD","Commercial non-cogen","PV","SUN"
"Montgomery Solar LLC",58649,"NC","Electric utility non-cogen","PV","SUN"
"Montross Solar",64093,"VA","Electric utility","PV","SUN"
"Moody Air Force Base Solar",62377,"GA","Electric utility","PV","SUN"
"Moore Solar",64193,"NC","Electric utility non-cogen","PV","SUN"
"Moore Solar Farm",58337,"NC","Electric utility non-cogen","PV","SUN"
"Moorings Farm",58338,"NC","Electric utility non-cogen","PV","SUN"
"Moorings Farm 2, LLC",61405,"NC","Electric utility non-cogen","PV","SUN"
"Morgan Falls",717,"GA","Electric utility","HY","WAT"
"Morgan Farm, LLC",60133,"NC","Electric utility non-cogen","PV","SUN"
"Morgan's Corner",60422,"NC","Electric utility","PV","SUN"
"Morganton Station 5",56344,"NC","Electric utility","IC","DFO"
"Morganton, Parker Road",56064,"NC","Electric utility","IC","DFO"
"Morgantown Generating Plant",1573,"MD","Electric utility non-cogen","GT","DFO"
"Morning View",61881,"NC","Electric utility non-cogen","PV","SUN"
"Mosaic Co Bartow Facility",50633,"FL","Industrial cogen","ST","WH"
"Mosaic Co Tampa Facility",10204,"FL","Industrial cogen","ST","OTH"
"Mosaic New Wales Operations",10434,"FL","Industrial cogen","ST","WH"
"Mosaic South Pierce Operations",10004,"FL","Industrial cogen","ST","WH"
"Mount Clinton",56004,"VA","Electric utility","IC,GT","DFO"
"Mount Olive Farm",59107,"NC","Electric utility non-cogen","PV","SUN"
"Mount Olive Solar",59908,"NC","Electric utility non-cogen","PV","SUN"
"Mount Saint Mary's",57758,"MD","Electric utility non-cogen","PV","SUN"
"Mount Vernon Solar",60585,"GA","Electric utility","PV","SUN"
"Mountain Island",2728,"NC","Electric utility","HY","WAT"
"Mountain View Solar (FL)",61664,"FL","Electric utility","PV","SUN"
"Mountaineer",6264,"WV","Electric utility","ST","DFO,BIT"
"Mountaineer Wind Energy Center",55986,"WV","Electric utility non-cogen","WT","WND"
"Moyer Solar",66487,"NC","Electric utility non-cogen","PV","SUN"
"Mt Olive Farm 2",58345,"NC","Electric utility non-cogen","PV","SUN"
"Mt Olive Solar 1",59645,"NC","Electric utility non-cogen","PV","SUN"
"Mt Storm",3954,"WV","Electric utility","ST,GT","JF,WO,DFO,BIT"
"Mt. Jackson Solar",61318,"VA","Electric utility non-cogen","PV","SUN"
"Mulberry Cogeneration Facility",54426,"FL","Electric utility cogen","CT,CA","NG"
"Mule Farm Solar, LLC",66986,"NC","Electric utility non-cogen","PV","SUN"
"Multitrade Rabun Gap, LLC",50201,"GA","Electric utility non-cogen","ST","WDS"
"Murdock Solar",59509,"NC","Electric utility non-cogen","PV","SUN"
"Murphy Farm Power, LLC",57677,"NC","Electric utility non-cogen","PV","SUN"
"Murray Treadwell Farms",64281,"GA","Electric utility non-cogen","PV","SUN"
"Muscogee Public Works",62881,"GA","Electric utility non-cogen","PV","SUN"
"Mustang Solar",61533,"NC","Electric utility non-cogen","PV","SUN"
"Myrtle Beach",3320,"SC","Electric utility","GT","DFO"
"NASA Wallops Flight Facility Solar",62948,"VA","Electric utility non-cogen","PV","SUN"
"NC 102 Project LLC",61610,"NC","Electric utility non-cogen","PV","SUN"
"NCSU CCUP Cogeneration Plant",61675,"NC","Commercial cogen","GT,ST","NG,DFO"
"NCSU Cates Cogeneration Plant",61676,"NC","Commercial cogen","GT","NG,DFO"
"NIH Cogeneration Facility",56668,"MD","Commercial non-cogen","GT","NG"
"NIST Solar",62208,"MD","Electric utility non-cogen","PV","SUN"
"NRG Chalk Point CT",61890,"MD","Electric utility non-cogen","GT","NG,DFO"
"Nacoochee",718,"GA","Electric utility","HY","WAT"
"Nantahala",2747,"NC","Electric utility","HY","WAT"
"Narrows (NC)",54894,"NC","Electric utility","HY","WAT"
"Nash 58 Farm",58854,"NC","Electric utility non-cogen","PV","SUN"
"Nash 64 Farm",58855,"NC","Electric utility non-cogen","PV","SUN"
"Nash 97 Solar 2",64118,"NC","Electric utility non-cogen","PV","SUN"
"Nash 97 Solar, LLC",60408,"NC","Electric utility non-cogen","PV","SUN"
"Nashville Farms, LLC",60134,"NC","Electric utility non-cogen","PV","SUN"
"Nassau Solar Center",62914,"FL","Electric utility","PV","SUN"
"Nationals",62710,"DC","Electric utility non-cogen","PV","SUN"
"Naval Submarine Base Kings Bay",54239,"GA","Commercial non-cogen","IC","DFO"
"Neal Shoals",3289,"SC","Electric utility","HY","WAT"
"NedPower Mount Storm",56495,"WV","Electric utility non-cogen","WT","WND"
"Neisler Street Solar",60072,"NC","Electric utility non-cogen","PV","SUN"
"Neuse River Solar Farm",58524,"NC","Electric utility non-cogen","PV","SUN"
"New Bern",56688,"NC","Electric utility non-cogen","IC","DFO,LFG"
"New Bern Farm",58339,"NC","Electric utility non-cogen","PV","SUN"
"New Creek Wind",60132,"WV","Electric utility non-cogen","WT","WND"
"New Martinsville Hannibal Hydro",50036,"WV","Electric utility non-cogen","HY","WAT"
"New River",59845,"VA","Electric utility non-cogen","IC","DFO,LFG"
"New River Clean Energy",63246,"WV","Electric utility non-cogen","IC","LFG"
"Newport Hydro Station",3790,"VA","Electric utility non-cogen","HY","WAT"
"Newton Grove",59835,"NC","Electric utility non-cogen","PV","SUN"
"Niagara",3778,"VA","Electric utility","HY","WAT"
"Nick Solar",58741,"NC","Electric utility non-cogen","PV","SUN"
"Nickelson Solar 2",64119,"NC","Electric utility non-cogen","PV","SUN"
"Nickelson Solar, LLC",62205,"NC","Electric utility non-cogen","PV","SUN"
"Nitro Solar",59501,"NC","Electric utility non-cogen","PV","SUN"
"Norge Solar Farm",64086,"VA","Electric utility","PV","SUN"
"North 301 Solar",61778,"NC","Electric utility non-cogen","PV","SUN"
"North Anna",6168,"VA","Electric utility","ST","NUC"
"North Carolina Solar Bethea I",58531,"NC","Electric utility non-cogen","PV","SUN"
"North Carolina Solar III LLC",58880,"NC","Electric utility non-cogen","PV","SUN"
"North Highlands",719,"GA","Electric utility","HY","WAT"
"North Nash Farm, LLC",60651,"NC","Electric utility non-cogen","PV","SUN"
"North Road Peak",7479,"SC","Electric utility","IC","DFO"
"Northern Cardinal Solar",60992,"NC","Electric utility non-cogen","PV","SUN"
"Northern Neck",3800,"VA","Electric utility","GT","DFO"
"Northern Preserve Solar",62645,"FL","Electric utility","PV","SUN"
"Northside Generating Station",667,"FL","Electric utility","GT,ST","NG,DFO,WDS,PC,RFO,BIT"
"Nottely",758,"GA","Electric utility","HY","WAT"
"Nottoway Diesel Generating Facility",7941,"VA","Electric utility","IC","DFO"
"OER Checkerspot",64790,"MD","Electric utility non-cogen","PV","SUN"
"OER Monarch CSG",65357,"MD","Electric utility non-cogen","PV","SUN"
"OER Patuxent CSG",65358,"MD","Electric utility non-cogen","PV","SUN"
"OE_GA3",63350,"GA","Electric utility non-cogen","PV","SUN"
"Oak Solar",67161,"NC","Electric utility non-cogen","PV","SUN"
"Oak Trail Solar, LLC",64683,"NC","Electric utility non-cogen","PV","SUN"
"Oakboro Farm",58851,"NC","Electric utility non-cogen","PV","SUN"
"Oakwood Solar",66720,"NC","Electric utility non-cogen","PV","SUN"
"Oceana Solar",60584,"VA","Electric utility","PV","SUN"
"Oconee",3265,"SC","Electric utility","ST","NUC"
"Ocracoke Hybrid",6377,"NC","Electric utility","IC,BA","MWH,DFO"
"Odyssey Solar",61324,"SC","Electric utility non-cogen","PV","SUN"
"Ogburn Solar, LLC",65780,"SC","Electric utility non-cogen","PV","SUN"
"Oil Dri 2 Solar",62882,"GA","Electric utility non-cogen","PV","SUN"
"Okeechobee Clean Energy Center",60345,"FL","Electric utility","CT,CA","NG,DFO"
"Okeechobee Solar",62491,"FL","Electric utility","PV","SUN"
"Okeelanta Cogeneration",54627,"FL","Electric utility cogen","ST","NG,AB"
"Old Caroleen Solar Farm",61534,"NC","Electric utility non-cogen","PV","SUN"
"Old Catawba PV 1",59519,"NC","Electric utility non-cogen","PV","SUN"
"Old Cedar Solar Energy Storage",64522,"NC","Electric utility","BA,PV","MWH,SUN"
"Old Court Rd Solar",63237,"MD","Electric utility non-cogen","PV","SUN"
"Old Midville Solar",60741,"GA","Electric utility non-cogen","PV","SUN"
"Old Pageland Monroe Road Solar Farm",60600,"NC","Electric utility non-cogen","PV","SUN"
"Old Plank Road Solar Farm, LLC",66202,"FL","Electric utility non-cogen","PV","SUN"
"Old Wire Farm",61094,"NC","Electric utility non-cogen","PV","SUN"
"Oleander Power Project LP",55286,"FL","Electric utility non-cogen","GT","NG,DFO"
"Oliver Dam",720,"GA","Electric utility","HY","WAT"
"Omtanke Solar",63756,"SC","Electric utility non-cogen","PV","SUN"
"Onancock Diesel Generation Facility",60236,"VA","Electric utility","IC","DFO"
"Onslow Power Producers",58558,"NC","Electric utility non-cogen","IC","LFG"
"Onyx - Allen Harim",61206,"DE","Electric utility non-cogen","PV","SUN"
"Orange Blossom Solar Center",62919,"FL","Electric utility","PV","SUN"
"Orange Cogeneration Facility",54365,"FL","Electric utility cogen","CT,CA","NG"
"Orange Street G1",63173,"VA","Electric utility","IC","DFO"
"Orbit Energy Charlotte",58638,"NC","Electric utility non-cogen","IC","OBG"
"Organ Church Solar",60284,"NC","Electric utility non-cogen","PV","SUN"
"Orlando Cogen LP",54466,"FL","Electric utility cogen","CS","NG"
"Osceola Generating Station (FL)",55192,"FL","Electric utility","GT","NG,DFO"
"Osceola Solar Facility",59954,"FL","Electric utility","PV","SUN"
"Osprey Energy Center Power Plant",55412,"FL","Electric utility","CT,CA","NG"
"Otarre Solar Park",61699,"SC","Electric utility non-cogen","PV","SUN"
"Otis Elevator Company Solar",62228,"SC","Industrial non-cogen","PV","SUN"
"Ouchchy PV1",59999,"NC","Electric utility non-cogen","PV","SUN"
"Overhill Solar",66372,"NC","Electric utility non-cogen","PV","SUN"
"Overman Solar",66721,"NC","Electric utility non-cogen","PV","SUN"
"Owen Solar",58742,"NC","Electric utility non-cogen","PV","SUN"
"Oxford Dam",2729,"NC","Electric utility","HY","WAT"
"Oxon Run CREF",66698,"DC","Electric utility","PV","SUN"
"P L Bartow",634,"FL","Electric utility","GT,CT,CA","NG,DFO"
"P52ES 1755 Henryton Rd Phase 1 LLC CSG",64642,"MD","Electric utility non-cogen","PV","SUN"
"P52ES 1755 Henryton Rd Phase 2 LLC",64643,"MD","Electric utility non-cogen","PV","SUN"
"PCA-Valdosta Mill",60084,"GA","Industrial cogen","ST","NG,WDS,RFO,BLQ"
"PCIP Solar",58305,"NC","Electric utility non-cogen","PV","SUN"
"PCS Phosphate",50509,"NC","Industrial cogen","ST","WH"
"PCSP3 Airport",58538,"NC","Electric utility non-cogen","PV","SUN"
"PG Solar, LLC",63692,"NC","Electric utility","PV","SUN"
"Pacolet Diesel Generation Facility",57030,"SC","Electric utility","IC","DFO"
"Page Solar",62018,"NC","Electric utility non-cogen","PV","SUN"
"Palm Bay Solar",62921,"FL","Electric utility","PV","SUN"
"Palm Beach Renewable Energy Facility 1",50071,"FL","Commercial non-cogen","ST","MSB,NG,MSN"
"Palm Beach Renewable Energy Facility 2",57898,"FL","Electric utility non-cogen","ST","MSB,NG,MSN"
"Palmer Solar Center",61457,"VA","Electric utility non-cogen","PV","SUN"
"Palmetto Plains",62679,"SC","Electric utility non-cogen","PV","SUN"
"Pamlico Partners Solar",58799,"NC","Electric utility non-cogen","PV","SUN"
"Panda Solar NC 1, LLC",62089,"NC","Electric utility non-cogen","PV","SUN"
"Panda Solar NC 10, LLC",62128,"NC","Electric utility non-cogen","PV","SUN"
"Panda Solar NC 11, LLC",62129,"NC","Electric utility non-cogen","PV","SUN"
"Panda Solar NC 2, LLC",62120,"NC","Electric utility non-cogen","PV","SUN"
"Panda Solar NC 3, LLC",62121,"NC","Electric utility non-cogen","PV","SUN"
"Panda Solar NC 4, LLC",62122,"NC","Electric utility non-cogen","PV","SUN"
"Panda Solar NC 5, LLC",62123,"NC","Electric utility non-cogen","PV","SUN"
"Panda Solar NC 6, LLC",62124,"NC","Electric utility non-cogen","PV","SUN"
"Panda Solar NC 7, LLC",62125,"NC","Electric utility non-cogen","PV","SUN"
"Panda Solar NC 8, LLC",62126,"NC","Electric utility non-cogen","PV","SUN"
"Panda Solar NC 9, LLC",62127,"NC","Electric utility non-cogen","PV","SUN"
"Park 500 Philip Morris USA",50275,"VA","Industrial cogen","ST","NG"
"Parr GT",3291,"SC","Electric utility","GT","NG,DFO"
"Parr Hydro",3290,"SC","Electric utility","HY","WAT"
"Partin Solar",63827,"NC","Electric utility non-cogen","PV","SUN"
"Pasco Cnty Solid Waste Resource Recovery",50666,"FL","Electric utility non-cogen","ST","MSB,NG,MSN"
"Pasquotank",59530,"NC","Electric utility non-cogen","PV","SUN"
"Pate Farm",58856,"NC","Electric utility non-cogen","PV","SUN"
"Pawpaw Solar Plant",59894,"GA","Electric utility non-cogen","PV","SUN"
"Payne Creek Solar",61665,"FL","Electric utility","PV","SUN"
"Pea Ridge",7715,"FL","Electric utility","GT","NG"
"Peace Creek Solar",61666,"FL","Electric utility","PV","SUN"
"Peake Road",65555,"NC","Electric utility non-cogen","PV","SUN"
"Pecan Grove Solar, LLC",62659,"NC","Electric utility non-cogen","PV","SUN"
"Pecan PV1",59157,"NC","Electric utility non-cogen","PV","SUN"
"Pecan Row Landfill To Electric Facility",59221,"GA","Electric utility non-cogen","IC","LFG"
"Pecan Solar",60030,"NC","Electric utility","PV","SUN"
"Pelican Solar Center",62924,"FL","Electric utility","PV","SUN"
"Pelzer Lower",10800,"SC","Electric utility non-cogen","HY","WAT"
"Pelzer Solar I",61945,"SC","Electric utility non-cogen","PV","SUN"
"Pelzer Upper",10799,"SC","Electric utility non-cogen","HY","WAT"
"Pembroke Lakes Mall",63256,"FL","Commercial non-cogen","PV","SUN"
"Penny Hill Solar",63266,"NC","Electric utility non-cogen","PV","SUN"
"Pensacola Florida Plant",10416,"FL","Industrial cogen","GT,ST","OG,NG,WO"
"Peony Solar",61976,"SC","Electric utility non-cogen","PV","SUN"
"Perdido",57502,"FL","Electric utility","IC","LFG"
"Perdue Bridgeville Photovoltaic",57772,"DE","Electric utility non-cogen","PV","SUN"
"Perdue Diesel Generation Facility",60235,"VA","Electric utility","IC","DFO"
"Perdue Salisbury Photovoltaic",57879,"MD","Electric utility non-cogen","PV","SUN"
"Perkins Solar, LLC",60629,"NC","Electric utility non-cogen","PV","SUN"
"Perry Solar Facility",60071,"FL","Electric utility","PV","SUN"
"Perryman",1556,"MD","Electric utility non-cogen","GT","NG,DFO"
"Pfeffers",61185,"MD","Electric utility non-cogen","PV","SUN"
"Phelps 158 Solar Farm",61134,"NC","Electric utility non-cogen","PV","SUN"
"Philadelphia",1557,"MD","Electric utility non-cogen","GT","DFO"
"Philip Morris",59911,"VA","Electric utility","PV","SUN"
"Phobos Solar, LLC",65106,"NC","Electric utility non-cogen","PV","SUN"
"Piedmont Green Power",57909,"GA","Electric utility non-cogen","ST","OBL,WDS"
"Piedmont Hydro Power Project",10787,"SC","Electric utility non-cogen","HY","WAT"
"Pikeville Farm",61404,"NC","Electric utility non-cogen","PV","SUN"
"Pilot Mountain Solar, LLC",63835,"NC","Electric utility non-cogen","PV","SUN"
"Pine Valley Solar Farm, LLC",60298,"NC","Electric utility non-cogen","PV","SUN"
"Pinellas County Resource Recovery",50884,"FL","Commercial non-cogen","ST","MSB,NG,MSN"
"Pinesage",61978,"NC","Electric utility non-cogen","PV","SUN"
"Pinesburg Solar LLC",63903,"MD","Electric utility non-cogen","PV","SUN"
"Pineville Delivery 2",56345,"NC","Electric utility","IC","DFO"
"Piney Creek Solar",62768,"VA","Electric utility","PV","SUN"
"Pink Trial Solar Energy Center",65428,"FL","Electric utility","PV","SUN"
"Pinnacle Wind Force LLC",57595,"WV","Electric utility non-cogen","WT","WND"
"Pinnacles",3825,"VA","Electric utility non-cogen","HY","WAT"
"Pinova Inc.",10120,"GA","Industrial cogen","ST","OBL,NG,WDS"
"Pinson Solar Farm",63777,"SC","Electric utility non-cogen","PV","SUN"
"Pioneer Trail Solar Energy Center",61767,"FL","Electric utility","PV","SUN"
"Pittman Solar One LLC",64646,"MD","Electric utility non-cogen","PV","SUN"
"Pleasant Hill Solar",65220,"VA","Electric utility non-cogen","PV","SUN"
"Pleasant Valley (VA)",56005,"VA","Electric utility","IC,GT","DFO"
"Pleasant Valley Solar",60586,"GA","Electric utility","PV","SUN"
"Pleasants Energy LLC",55349,"WV","Electric utility non-cogen","GT","NG,DFO"
"Pleasants Power Station",6004,"WV","Electric utility non-cogen","ST","NG,BIT"
"Pleinmont Solar 1",62012,"VA","Electric utility non-cogen","PV","SUN"
